processed_review,sentiment_score,sentiment_label
pain walk depend sauconi product sinc brand one fit well particular model incred pain walk feel your walk barefoot stone sauconi still goto brand wari price cheap said get pay,-0.5267,0
durabl bottom second pair sauconi run shoe unfortun materi ring top shoe stick foot begin split still work well ill keep wee bit disappoint,-0.3818,0
great shoe sauconi need new pair everi day use sinc alreadi pair run shoe sauconi know exactli size order fit spot shoe feel nice light hope would last much longer last pair new balanc,0.9062,1
need size pair got norma size small recommend go 12 size may wven want wide width,0.4215,1
decent shoe narrow toe box like everyth shoe except toe box slightli narrow hope itll wear,0.6597,1
size larg case size centimetersi need tenni jog big trot tip great tenni left mexico alway buy tenni 265 alway adjust well tenni big,0.7351,1
super comfort super comfort pleasant tenni exercis exercis run even long work day,0.9442,1
beauti comfortableexcel walk,0.0,1
excel run tennisi month fulfil expectationsrecommend,0.4588,1
great sensit achil area third dpr first sure got second pair wore one realiz great use weight pack ruck complain hear support perfect support side rather back reliev achil irrit wish adida would updat guess case,0.9628,1
pretti good cheaper adida boost shoelac comic short first pair boost shoe want tri pure shell ultra daili driver shoe month theyr pretti comfort right box ton support cushioni pleasant walk withmi one major complaint shoelac come comic laughabl short like bare get tie come undon everi hour doubl knot imposs need buy new shoelac havent bought new lace yet im lazi ive deal serious ridicul bare tie basic knot itll plastic tip endsi feel like adida invest univers length lace lace made shoe suffici long otherwis seem like pull lace child shoe stuck pureboost lol,0.9678,1
didnt feel like run shoe fairli comfort light light mesh good hot weather good lookinggood walk around wouldnt make run shoesi like low profil natur run shoe low profil sole strang say least run tractionth heel finish need walk time make comfort strang finish fro run shoe expect put run start rub heel walk around hous tri themmor like walk shoe run shoe,0.3116,1
good run walk shoe adida pureboost dpr run shoe realli comfort breathabl lightweight fit true size wouldnt use longer run work well walk gym session casual moder run tongu could improv someth thicker substanti adida includ decent insol isnt case mani run shoe boost tech expens adida run shoe,0.936,1
alway awesom 6 pair best run shoeeveri day shoe ive ever walkedran ask realli fat guy feel weight swore im never go back,0.6369,1
compar brook pureflow cloud asic gel33nimbu best shoe paid 85 shoe theyr excel break also love oncloud theyr typic 125 much better valuei love dont use vaniti size size 10 fit well oncloud brook order entir size upward,0.9723,1
im surpris plantar fasciiti alway buy orthoped shoe expens decid give tri good rate ive wear everyday sinc arriv plea comfort support would definit buy,0.7964,1
suppercomfort love color choic walk insid need support croc wear like well order color come spring summer,0.8885,1
total medium could load creatur habit got purchas usual pair run shoe sinc pain knee often tell time replac run shoe side recommend check read review watch video thought would give tri torn meniscu arthriti left knee support sound appeal glad everyday midway walk typic experi knee pain pain sinc receiv shoe day ago,-0.5719,0
realli except comfort shoe impress show high high arch snd need support realli comfort walk dog nice design snd like hot pink definit recommend realli hard fit foot get older find someth comfort,0.9638,1
short strong glue rubber smell purpl color pretti toe area narrow order size 11 short toe touch top squeez toe overlap narrow foot american size 95 narrow accord measur devic u get size 11 anyth made china pattern variabl inconsist strong overpow glue smell good sign allerg glue synthet materi use manufactur product foot bed cushion felt uncomfort minut tri,0.8834,1
comfi good arch support good nurs shoe got work im nurs work 125 hour shift floor super comfort good arch support foot back feel much better old shoe side shoe start creas bit alreadi that irrelev person would definit buy shoe ill probabl get anoth pair two soon differ color get size 9 half size perfect end shift regular size shoe get tighti also got pair brook comparison good cours expens 180 kubua easier break comfort straight boxwould definit recommend especi anyon need arch support foot long time good purchas,0.9902,1
pain excit came arch support exactli need wear though top foot hurt bad could bare walk ill tri hour week,-0.8591,0
awesom buy price point shoe amaz feel good foot provid good support dont recommend run shoe need buy pair run shoe work walk around get shoe shoe look run 149 199 1 pair buy 4 5 pair also note realli flat foot bad hip 1 day arch shoe hip felt better look awesom everyon meet tell good look anoth note run big wear 75 gener get 8 like skecher adida dont seem sell half size got 8 bit big 2 week everyday walk fit like 8 75 help,0.9508,1
great shoe stand day id get foot pain stand 8 hr work look buy pair vionic sneaker size decid give tri im glad cushioni littl harder sole wont give pain like sketcher cloud shoe dont work well foot im stand took one star bit wide narrow foot left shoe felt offbalanc 3 month still hold well would love come modern color like dark grey light grey whiteblack accent instead bright yellow pink accent sleek design would buy anoth pair,0.4857,1
comfort suffer plantar fasciiti terribl alway look comfort shoe wont cost fortun read review took chanc price good first time wore wasnt sure like break bit new favorit good arch support find extrem comfort attract shoe ill take comfort fashion day think im go order second pair usual wear 6 12 7 order 7 fit perfect,0.9416,1
beauti daughter satisfi use reus still good condit,0.4404,1
origin qualiti nbbut put bag came far suffer abus thin cardboard box tenni broke tenni crushedthat give two star complaint parcel final affect aspect product clean ormar,-0.7003,0
excel purchas like arriv fast exact size comfort origin,0.7906,1
comodo sued comfort look lot bronz appliqu,0.3612,1
thank amazon beauti super comfort,0.8625,1
nice shoesup comfort origin 100 happi purchasesup recommendedit come bit broad foot thin,0.6486,1
excel excel,0.7184,1
must 1st blk n gold 2nd comfi arriv perfect pic dont black n gold shoe justic black nice n deep black ygold 1014 kt extra brassi shiney 18 kt lace nice wide n thick skinney garbadg sole soft get oddli support high arch 1 step took stretch arch pain recommend buy ur whole entir famili pair 2 mani differ color choos easi good luck mani bless enjoy,0.9686,1
dont buy didnt like knock off,0.2075,1
keep look disappoint must extrem old knock off,-0.4019,0
realli cute lightweight fit true size super lightweight realli cute,0.9349,1
comfort comfort,0.6124,1
comfort shoe sole shoe offer kind support comfort expect skecher shoe toplin shoe hand feel like piec wire littl pad protect keep rub foot shoe scrape back heel walk pinch bridg foot go stair wear shoe wors get,0.9545,1
like look shoe love skecher like look shoe love skecher product shoe quit comfort cushion heel area caus blister im hope wear get better softer,0.967,1
comfort good daili wear support comfort buy sketcher buy shoe walk sport realli distanc walk shoe casual comfort shoe wear time trip would walk go sketcher go walk 3 great sole walk support comfort daili shoe ye would certainli buy,0.969,1
comfi almost like wear slipper shoe surprisingli comfort fit well provid cushion hole upper materi also allow foot breath littl littl loo side rather snug like,0.8863,1
uncomfort disappoint shoe basic plastic isnt soft back dig heel hope would soften bit worn cant wear unless want bleed insol also quit uncomfort actual arch support gel foam flatten pressur pair skecher love one aw,0.6886,1
impress seem pretti cheap back cut right heelwhich odd usual problem heel big way shoe mold actual curv heel go stick clark,-0.4939,0
shoe new first clue new shoe came box rubber band around tissu paper noin box 2 shoe shoe protect insert tag give inform shoe plastic ring one shoe hold info empti obvious tri andor use return,0.3818,1
